PuzzleName,Solver,Solved,HintCount,HintVariance,DifficultyScore,Run1(ms),Run2(ms),Run3(ms),Run4(ms),Run5(ms),BestTime(ms),WorstTime(ms),AverageTime(ms),NumberOfGuesses,PropagationDepth,PeakMemory(bytes),OriginalPuzzle,Solution,InitStartTime(ms),InitEndTime(ms),InitTime(μs),InitMemCost(bytes)
Puzzle_95,Backtracking,Yes,130,1.59,21.95,10,11,8,10,11,8,11,10,914,125,9592664,2070131012060500911300401450000150080136000157000213410500015003011900714640100111500161203060140000000091411600011000102704351301580969300800514007131615012021000816041014007140153012710090200001306000151160010122004805014130706090016152801630001695040040012807000100091100004015001250014811351202001004016000,21471131012468516159113310416145269115117812136129111571832134105161451513831611912107146421851115101316124396114727610132159141168123115416114271143513101581296931248165141127131615101211210598161541131436714161536127108911241315137694315116514101228114815111413271263915101615287163131114169510412104161412857215311161391193616410151371252114811351292141110648167315,2932579065200,2932579103300,38,1
Puzzle_95,ConstraintPropagation,Yes,130,1.59,21.95,13,20,18,9,19,9,20,15,4,125,9595376,2070131012060500911300401450000150080136000157000213410500015003011900714640100111500161203060140000000091411600011000102704351301580969300800514007131615012021000816041014007140153012710090200001306000151160010122004805014130706090016152801630001695040040012807000100091100004015001250014811351202001004016000,21471131012468516159113310416145269115117812136129111571832134105161451513831611912107146421851115101316124396114727610132159141168123115416114271143513101581296931248165141127131615101211210598161541131436714161536127108911241315137694315116514101228114815111413271263915101615287163131114169510412104161412857215311161391193616410151371252114811351292141110648167315,2932632949600,2932632972500,22,1
Puzzle_95,DPLLSAT,Yes,130,1.59,21.95,2348,2290,2208,2240,2167,2167,2348,2250,0,4096,437968424,2070131012060500911300401450000150080136000157000213410500015003011900714640100111500161203060140000000091411600011000102704351301580969300800514007131615012021000816041014007140153012710090200001306000151160010122004805014130706090016152801630001695040040012807000100091100004015001250014811351202001004016000,21471131012468516159113310416145269115117812136129111571832134105161451513831611912107146421851115101316124396114727610132159141168123115416114271143513101581296931248165141127131615101211210598161541131436714161536127108911241315137694315116514101228114815111413271263915101615287163131114169510412104161412857215311161391193616410151371252114811351292141110648167315,2932715751800,2932715798900,47,1
Puzzle_95,DLX,Yes,130,1.59,21.95,8,9,9,10,10,8,10,9,126,126,9602248,2070131012060500911300401450000150080136000157000213410500015003011900714640100111500161203060140000000091411600011000102704351301580969300800514007131615012021000816041014007140153012710090200001306000151160010122004805014130706090016152801630001695040040012807000100091100004015001250014811351202001004016000,21471131012468516159113310416145269115117812136129111571832134105161451513831611912107146421851115101316124396114727610132159141168123115416114271143513101581296931248165141127131615101211210598161541131436714161536127108911241315137694315116514101228114815111413271263915101615287163131114169510412104161412857215311161391193616410151371252114811351292141110648167315,2943973579400,2943973621800,42,1
Puzzle_96,Backtracking,Yes,130,1.68,22.46,11,10,9,9,10,9,11,9,400,125,9605016,0081204201300701410010400501200011141601590161420069115010001300135914001116126400015123157011601114020000061400380160011700130400110631009501280012013470000600060000510008113024009000001114401007401011000000301201571001148900001214160305120015400616110014001503928014100000001601301000515000700019108130071205200110,31812164215135976141011104765112132811141631591116142876911531012413515135914310111612648271512315791161011146213489261412538416131511711013741015111463128951612811161210134791251563141461516312510978113112412395613152111441611087481131116714621035129157102114891513151214166325127115438616111091413615113928121410713415161614134106115153197812219108131416712452315116,2944025852000,2944025892000,40,1
Puzzle_96,ConstraintPropagation,Yes,130,1.68,22.46,9,15,13,22,25,9,25,16,0,125,9607736,0081204201300701410010400501200011141601590161420069115010001300135914001116126400015123157011601114020000061400380160011700130400110631009501280012013470000600060000510008113024009000001114401007401011000000301201571001148900001214160305120015400616110014001503928014100000001601301000515000700019108130071205200110,31812164215135976141011104765112132811141631591116142876911531012413515135914310111612648271512315791161011146213489261412538416131511711013741015111463128951612811161210134791251563141461516312510978113112412395613152111441611087481131116714621035129157102114891513151214166325127115438616111091413615113928121410713415161614134106115153197812219108131416712452315116,2944079174300,2944079198100,23,1
Puzzle_96,DPLLSAT,Yes,130,1.68,22.46,2201,2269,2396,2281,2294,2201,2396,2288,0,4096,393353056,0081204201300701410010400501200011141601590161420069115010001300135914001116126400015123157011601114020000061400380160011700130400110631009501280012013470000600060000510008113024009000001114401007401011000000301201571001148900001214160305120015400616110014001503928014100000001601301000515000700019108130071205200110,31812164215135976141011104765112132811141631591116142876911531012413515135914310111612648271512315791161011146213489261412538416131511711013741015111463128951612811161210134791251563141461516312510978113112412395613152111441611087481131116714621035129157102114891513151214166325127115438616111091413615113928121410713415161614134106115153197812219108131416712452315116,2944173235500,2944173299700,64,1
Puzzle_96,DLX,Yes,130,1.68,22.46,10,10,9,9,9,9,10,9,126,126,9608616,0081204201300701410010400501200011141601590161420069115010001300135914001116126400015123157011601114020000061400380160011700130400110631009501280012013470000600060000510008113024009000001114401007401011000000301201571001148900001214160305120015400616110014001503928014100000001601301000515000700019108130071205200110,31812164215135976141011104765112132811141631591116142876911531012413515135914310111612648271512315791161011146213489261412538416131511711013741015111463128951612811161210134791251563141461516312510978113112412395613152111441611087481131116714621035129157102114891513151214166325127115438616111091413615113928121410713415161614134106115153197812219108131416712452315116,2955619021100,2955619063300,42,1
Puzzle_97,Backtracking,Yes,130,2.02,24.37,13,12,13,12,16,12,16,13,3777,125,9611160,803715011590121020000140001781600015010131013401614020711090161122010600001514700312015010030100004605092120140000630870000111000012851416010117000804900120130070013000020160000161014006950011130381126914041200001010000013520000000079315140412500001802005148111613100390015000000300600200011139161107061204000140,86371513115911210214164914115317816624151210131013415161412237118951611221610694135151478113121615819133210147114655109212414161113163158764133111027151285141691141171658154916312101321575101383111291646121416112147156954101113238112691416412837131015154381352101141561216117931514641251071113189216251481116131014396715127810129315146165211341113916112716128415531410,2955671210100,2955671248900,38,1
Puzzle_97,ConstraintPropagation,Yes,130,2.02,24.37,11,10,19,10,21,10,21,14,0,125,9614352,803715011590121020000140001781600015010131013401614020711090161122010600001514700312015010030100004605092120140000630870000111000012851416010117000804900120130070013000020160000161014006950011130381126914041200001010000013520000000079315140412500001802005148111613100390015000000300600200011139161107061204000140,86371513115911210214164914115317816624151210131013415161412237118951611221610694135151478113121615819133210147114655109212414161113163158764133111027151285141691141171658154916312101321575101383111291646121416112147156954101113238112691416412837131015154381352101141561216117931514641251071113189216251481116131014396715127810129315146165211341113916112716128415531410,2955741066100,2955741108400,42,1
Puzzle_97,DPLLSAT,Yes,130,2.02,24.37,2253,2236,2166,2252,2252,2166,2253,2231,0,4096,374924208,803715011590121020000140001781600015010131013401614020711090161122010600001514700312015010030100004605092120140000630870000111000012851416010117000804900120130070013000020160000161014006950011130381126914041200001010000013520000000079315140412500001802005148111613100390015000000300600200011139161107061204000140,86371513115911210214164914115317816624151210131013415161412237118951611221610694135151478113121615819133210147114655109212414161113163158764133111027151285141691141171658154916312101321575101383111291646121416112147156954101113238112691416412837131015154381352101141561216117931514641251071113189216251481116131014396715127810129315146165211341113916112716128415531410,2955815854900,2955815885500,30,1
Puzzle_97,DLX,Yes,130,2.02,24.37,12,17,12,12,12,12,17,13,126,126,9617864,803715011590121020000140001781600015010131013401614020711090161122010600001514700312015010030100004605092120140000630870000111000012851416010117000804900120130070013000020160000161014006950011130381126914041200001010000013520000000079315140412500001802005148111613100390015000000300600200011139161107061204000140,86371513115911210214164914115317816624151210131013415161412237118951611221610694135151478113121615819133210147114655109212414161113163158764133111027151285141691141171658154916312101321575101383111291646121416112147156954101113238112691416412837131015154381352101141561216117931514641251071113189216251481116131014396715127810129315146165211341113916112716128415531410,2966980114900,2966980155300,40,1
Puzzle_98,Backtracking,No,115,2.12,26.71,0,0,0,0,0,0,0,0,N/A,N/A,0,00000000000000012901101000800003014001500901414210000008014416012653701301005000019001207100600600080000130004000706100080011015000000000001405110011650141312407900211010200125630110000141300001301401112641165001015118160013002007402060130101500000970410101551630080012014000190004126000012980020141075010160,N/A,2967052533000,2967052575800,42,1
Puzzle_98,ConstraintPropagation,Yes,115,2.12,26.71,39,38,36,34,35,34,39,36,137,140,20125480,00000000000000012901101000800003014001500901414210000008014416012653701301005000019001207100600600080000130004000706100080011015000000000001405110011650141312407900211010200125630110000141300001301401112641165001015118160013002007402060130101500000970410101551630080012014000190004126000012980020141075010160,61631014513298114711512912112107158113616341457151359314142101286111681144161112653715139102514281119134121571016631161315825161013912741441371661014128131151529151012934167614251113811656141312415798321111027412563111151610914138108913214711126411653151315118161091351426127432561213111015161144897134101715516311981421261411167198324126151051312981542614107513131611,3147068063000,3147068116900,53,1
Puzzle_98,DPLLSAT,Yes,115,2.12,26.71,2074,2103,2190,2112,2142,2074,2190,2124,1,4096,406523584,00000000000000012901101000800003014001500901414210000008014416012653701301005000019001207100600600080000130004000706100080011015000000000001405110011650141312407900211010200125630110000141300001301401112641165001015118160013002007402060130101500000970410101551630080012014000190004126000012980020141075010160,31021615714136811941512912112105158113643714166151359314142101271611881144161112653715132109511168141924121571013631561311821216101391474541479610135812111215316151312103416791465118211656141312415798321111027412563111151610814139108913214711126411651531315118161091351426127411236121381015161145497134101715516311981461221416571911324126151081312981542614107513131611,3147254421700,3147254463100,41,1
Puzzle_98,DLX,Yes,115,2.12,26.71,11,11,12,11,10,10,12,11,141,141,9640832,00000000000000012901101000800003014001500901414210000008014416012653701301005000019001207100600600080000130004000706100080011015000000000001405110011650141312407900211010200125630110000141300001301401112641165001015118160013002007402060130101500000970410101551630080012014000190004126000012980020141075010160,71631014513298114611512912112107158113616341456151359314142101287111681144161112653715139102514281119134121571016631161315825161013971241441371661014128131151529151012934167614251113811656141312415798321111027412563111151610914138108913214711126411653151315118161091351421267432561213111015161144897134101715516311981421261411167198324126151051312981542614107513131611,3157881026000,3157881065400,39,1
Puzzle_99,Backtracking,Yes,115,1.90,25.45,70592,70348,71213,69912,70512,69912,71213,70515,74914839,140,99941480,0815007110196403016006110080002300099010040101251316000000000060000000015800130300011060000000170090452118066000000113000416953040016128900000137412030100014080150001383001601027150500151411000420091310012001650001560000802141110120130018005060220100117161300050012030010000160400014000000401200011013010,13815121471110196423516146111612851415231310799710241513125131614116814531692613118107112415829131535471116612141011612141710139154521183661571021141131381241695311456161289101141521374129351076141281615111312138311916141027156514151411618425169131071231016571213156431118921411101241314318715596162291148117161363105415125313810621516124971141176161554912211411313810,3157947571400,3157947620000,48,1
