PuzzleName,Solver,Solved,HintCount,HintVariance,DifficultyScore,Run1(ms),Run2(ms),Run3(ms),Run4(ms),Run5(ms),BestTime(ms),WorstTime(ms),AverageTime(ms),NumberOfGuesses,PropagationDepth,PeakMemory(bytes),OriginalPuzzle,Solution,InitStartTime(ms),InitEndTime(ms),InitTime(μs),InitMemCost(bytes)
Puzzle_25,DPLLSAT,Yes,23,1.16,31.34,174,179,178,186,174,174,186,178,0,729,178271472,000040957000010400007200080001050000002073008900000100000000000500002004300009006,123648957895317462647295381781956243452173698936824175278461539569732814314589726,13594467725700,13594467753800,28,1
Puzzle_25,DLX,Yes,23,1.16,31.34,4,4,3,3,3,3,4,3,58,58,1397136,000040957000010400007200080001050000002073008900000100000000000500002004300009006,123648957895317462647295381781956243452173698936824175278461539569732814314589726,13595358680000,13595358725000,45,1
Puzzle_26,Backtracking,Yes,22,0.97,29.74,181,171,161,167,164,161,181,168,279829,58,81104960,008010000057030406040000000800000002020100090000400000000000850000365004100000070,698514237257839416341627985816953742524176398973482561462791853789365124135248679,13595375064400,13595375096900,32,1
Puzzle_26,ConstraintPropagation,Yes,22,0.97,29.74,4,4,4,5,4,4,5,4,9,58,1399984,008010000057030406040000000800000002020100090000400000000000850000365004100000070,698514237257839416341627985816953742524176398973482561462791853789365124135248679,13596219061400,13596219092700,31,1
Puzzle_26,DPLLSAT,Yes,22,0.97,29.74,192,180,177,172,171,171,192,178,0,729,184544312,008010000057030406040000000800000002020100090000400000000000850000365004100000070,698514237257839416341627985816953742524176398973482561462791853789365124135248679,13596240243300,13596240271100,27,1
Puzzle_26,DLX,Yes,22,0.97,29.74,3,3,3,4,3,3,4,3,59,59,1401304,008010000057030406040000000800000002020100090000400000000000850000365004100000070,698514237257839416341627985816953742524176398973482561462791853789365124135248679,13597132901100,13597132943200,42,1
Puzzle_27,Backtracking,Yes,23,0.95,29.24,5,6,6,6,6,5,6,5,4460,57,1402608,700050602001008000005900010300000085000307000600000201002400003009000000000010007,783154692961238574245976318324691785518327469697845231172469853459783126836512947,13597149412500,13597149441400,28,1
Puzzle_27,ConstraintPropagation,Yes,23,0.95,29.24,3,3,4,3,5,3,5,3,3,57,1401488,700050602001008000005900010300000085000307000600000201002400003009000000000010007,783154692961238574245976318324691785518327469697845231172469853459783126836512947,13597179533900,13597179568400,34,1
Puzzle_27,DPLLSAT,Yes,23,0.95,29.24,198,180,169,178,180,169,198,181,0,729,197185424,700050602001008000005900010300000085000307000600000201002400003009000000000010007,783154692961238574245976318324691785518327469697845231172469853459783126836512947,13597198161400,13597198187800,26,1
Puzzle_27,DLX,Yes,23,0.95,29.24,4,3,3,3,3,3,4,3,58,58,1404616,700050602001008000005900010300000085000307000600000201002400003009000000000010007,783154692961238574245976318324691785518327469697845231172469853459783126836512947,13598102671200,13598102721800,50,1
