PuzzleName,Solver,Solved,HintCount,HintVariance,DifficultyScore,Run1(ms),Run2(ms),Run3(ms),Run4(ms),Run5(ms),BestTime(ms),WorstTime(ms),AverageTime(ms),NumberOfGuesses,PropagationDepth,PeakMemory(bytes),OriginalPuzzle,Solution,InitStartTime(ms),InitEndTime(ms),InitTime(μs),InitMemCost(bytes)
Puzzle_17,Backtracking,Yes,23,0.92,28.97,30,18,17,19,20,17,30,20,2684,57,9038304,600001300008000409000000000060038700040000020509007001070500080200090010004000000,695841372718352469423679158162438795847915623539267841371524986286793514954186237,2670361429400,2670361603100,173,1
Puzzle_17,ConstraintPropagation,Yes,23,0.92,28.97,21,28,19,17,16,16,28,20,13,57,9040992,600001300008000409000000000060038700040000020509007001070500080200090010004000000,695841372718352469423679158162438795847915623539267841371524986286793514954186237,2670468494400,2670468552800,58,1
Puzzle_17,DPLLSAT,Yes,23,0.92,28.97,82,70,73,85,54,54,85,72,1,729,27916608,600001300008000409000000000060038700040000020509007001070500080200090010004000000,625941378718623459493785162162438795847159623539267841371562984286394517954816237,2670583459600,2670583550500,90,1
Puzzle_17,DLX,Yes,23,0.92,28.97,15,18,15,26,20,15,26,18,67,58,9042528,600001300008000409000000000060038700040000020509007001070500080200090010004000000,695841372718352469423679158162438795847915623539267841371524986286793514954186237,2670950445700,2670950500000,54,1
Puzzle_18,Backtracking,Yes,22,0.99,29.95,276,319,313,281,260,260,319,289,267119,58,78262856,105000090000004600000600000000000007000913060090000052400070000810030020006008000,165782493278394615943651278681245937752913864394867152429576381817439526536128749,2671049697800,2671049848200,150,1
Puzzle_18,ConstraintPropagation,Yes,22,0.99,29.95,25,19,18,17,17,17,25,19,26,58,9045696,105000090000004600000600000000000007000913060090000052400070000810030020006008000,165782493278394615943651278681245937752913864394867152429576381817439526536128749,2672502871800,2672502948500,76,1
Puzzle_18,DPLLSAT,Yes,22,0.99,29.95,80,74,73,69,69,69,80,73,1,729,76980008,105000090000004600000600000000000007000913060090000052400070000810030020006008000,165287394928354671784691235643825917572913864391746852459172836817539426236458179,2672603914900,2672603989500,74,1
Puzzle_18,DLX,Yes,22,0.99,29.95,12,15,15,14,15,12,15,14,61,59,9049152,105000090000004600000600000000000007000913060090000052400070000810030020006008000,165782493278394615943651278681245937752913864394867152429576381817439526536128749,2672974203700,2672974294600,90,1
Puzzle_19,Backtracking,Yes,24,1.01,29.47,17,22,19,18,15,15,22,18,2757,56,9049016,100700035045000000700000620000401000050030006000000007006009100401008050008007000,129764835645283971783915624862471593957832416314596287276359148431628759598147362,2673048930200,2673049017800,87,1
Puzzle_19,ConstraintPropagation,Yes,24,1.01,29.47,18,21,18,17,22,17,22,19,21,56,9052328,100700035045000000700000620000401000050030006000000007006009100401008050008007000,129764835645283971783915624862471593957832416314596287276359148431628759598147362,2673145813200,2673145872500,59,1
Puzzle_19,DPLLSAT,Yes,24,1.01,29.47,84,78,72,83,71,71,84,77,1,729,34930664,100700035045000000700000620000401000050030006000000007006009100401008050008007000,129764835645283971783915624862471593957832416314596287276359148431628759598147362,2673247653600,2673247730800,77,1
Puzzle_19,DLX,Yes,24,1.01,29.47,18,15,14,13,14,13,18,14,57,57,9056264,100700035045000000700000620000401000050030006000000007006009100401008050008007000,129764835645283971783915624862471593957832416314596287276359148431628759598147362,2673639720200,2673639793300,73,1
Puzzle_20,Backtracking,Yes,24,1.27,32.11,62,45,31,45,43,31,62,45,26146,56,21638080,060005070400000065000000820500306200000800000080009000003100087906002050001000000,168235479432978165795461823517346298629817534384529716253194687946782351871653942,2673717964200,2673718021100,56,1
Puzzle_20,ConstraintPropagation,Yes,24,1.27,32.11,22,19,20,17,20,17,22,19,45,56,9056896,060005070400000065000000820500306200000800000080009000003100087906002050001000000,168235479432978165795461823517346298629817534384529716253194687946782351871653942,2673948146300,2673948210600,64,1
Puzzle_20,DPLLSAT,Yes,24,1.27,32.11,77,73,78,77,74,73,78,75,6,729,30735232,060005070400000065000000820500306200000800000080009000003100087906002050001000000,168235479427918365795461823514376298639827514382549716253194687946782153871653942,2674051071500,2674051149000,77,1
Puzzle_20,DLX,Yes,24,1.27,32.11,13,18,16,15,14,13,18,15,135,57,9060272,060005070400000065000000820500306200000800000080009000003100087906002050001000000,168235479432978165795461823517346298629817534384529716253194687946782351871653942,2674435983500,2674436067400,83,1
Puzzle_21,Backtracking,Yes,22,0.89,29.04,22,24,20,17,19,17,24,20,2976,58,9060216,008600090000003400000070200060020001300060000421000008045000007000000030000900010,738642195512893476694571283867429351359168742421735968945316827176284539283957614,2674513463500,2674513502500,39,1
Puzzle_21,ConstraintPropagation,Yes,22,0.89,29.04,24,26,25,32,21,21,32,25,78,58,19549144,008600090000003400000070200060020001300060000421000008045000007000000030000900010,738642195512893476694571283867429351359168742421735968945316827176284539283957614,2674619119400,2674619189900,70,1
Puzzle_21,DPLLSAT,Yes,22,0.89,29.04,75,57,69,72,64,57,75,67,1,729,32132744,008600090000003400000070200060020001300060000421000008045000007000000030000900010,278654193916283475534179286869427351357861942421395768145832967792516834683947512,2674751242600,2674751341800,99,1
Puzzle_21,DLX,Yes,22,0.89,29.04,19,15,15,14,16,14,19,15,197,59,9067800,008600090000003400000070200060020001300060000421000008045000007000000030000900010,738642195512893476694571283867429351359168742421735968945316827176284539283957614,2675092923400,2675092998500,75,1
Puzzle_22,Backtracking,Yes,23,0.94,29.11,21,23,19,21,22,19,23,21,3216,57,9067184,000090001070063204300008000020000090060804000001000000507000009000000640008100005,486297531179563284352418967724651893965834712831729456547386129213975648698142375,2675176187200,2675176239800,52,1
Puzzle_22,ConstraintPropagation,Yes,23,0.94,29.11,18,19,18,17,18,17,19,18,28,57,9068432,000090001070063204300008000020000090060804000001000000507000009000000640008100005,486297531179563284352418967724651893965834712831729456547386129213975648698142375,2675286606800,2675286666500,59,1
Puzzle_22,DPLLSAT,Yes,23,0.94,29.11,78,70,71,62,77,62,78,71,1,729,32831056,000090001070063204300008000020000090060804000001000000507000009000000640008100005,486297531179563284352418967724651893965834712831729456547386129213975648698142375,2675381062500,2675381167000,104,1
Puzzle_22,DLX,Yes,23,0.94,29.11,17,28,29,18,18,17,29,22,74,58,9072368,000090001070063204300008000020000090060804000001000000507000009000000640008100005,486297531179563284352418967724651893965834712831729456547386129213975648698142375,2675745521000,2675745605700,84,1
Puzzle_23,Backtracking,Yes,20,0.90,29.85,343,312,307,307,306,306,343,315,262421,60,44732136,000000200080007090602000500070060000000901000000020040005000603090400070006000000,957613284483257196612849537178364952524971368369528741845792613291436875736185429,2675859649000,2675859709100,60,1
Puzzle_23,ConstraintPropagation,Yes,20,0.90,29.85,32,35,34,35,30,30,35,33,172,60,32140232,000000200080007090602000500070060000000901000000020040005000603090400070006000000,957613284483257196612849537178364952524971368369528741845792613291436875736185429,2677439586900,2677439706200,119,1
